EMS_NO,FAC_NAME,COUNTY_NAME,DOCUMENT_NO,TRANSGRESS_DATE,TRANSGRESS_LAW,PENALTY_MONEY,PENALTY_DATE,ISPETITION,PETITION_RESULTS,APPEAL_OR_RESCIND,TRANSGRESS_TYPE,FAC_ADDRESS,TRANSGRESS_NAME,OPENINFOR,LAWSUIT_DATE_1,ILLEGAL_MONEY,TRACK_ILLEGAL_MONEY,COUNTY_CODE,PETITION_AGENCY,FAC_UNIFORMNO,TRANSGRESS_ADDRESS,SUBJECT,GIST_DEFINE,IMPROVE_DEADLINE,INSPECTION_CONDITION,TRANSGRESS_CONTROL_ID,IS_IMPROVE,INSPECTION_DATETIME_S,PENALTYKIND,ISIMPORTANT,PAYMENTSTATE,ISREMINDER,ISADMINCOURT,IsReduceMoney
A34A6085,國耀營造股份有限公司,臺北市,40-109-070083,2020-07-08,廢棄物清理法第27條第2款,2400,2020-07-24,0,,,事業廢棄物,臺北市松山區復興北路三○九號二樓,國耀營造股份有限公司-106建字第0103號新建(含拆除)工程,"另巡視工區周遭發現有泥砂污染路面未清洗,有礙環境整潔之情事,已立即開立告發單。(德悅建設興安段住宅新建工程,106建字第0103號,泥砂污染路面)(污染程度A=1,污染特性B=2,危害程度C=1)",,,,01,,89526176,臺北市文山區興隆路3段116巷3弄21號1樓前,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A40B1333,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
F0603872,牛展工業股份有限公司,桃園市,21-109-070164,2020-07-07,空氣污染防制法第36條第1項,6000,2020-07-17,0,,,移動污染,新北市新莊區化成路三七五巷二九號,牛展工業股份有限公司,貴公司車輛(車號：9215-PD)排放黑煙不透光率為3.2m¯¹，超過移動污染源空氣污染物排放標準。,,,,10,,86177879,桃園市大園區國際路二段旁,罰鍰新臺幣6000元整。限改日期：109年08月17日。處環境講習1小時整。,違反空氣污染防制法第36條第1項之規定，並依空氣污染防制法第66條第1項第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-08-17,,F0603872,待改善,,罰鍰(非連續處罰)，限期改善,否,尚未繳款,否,否,
A40B1640,英漢工程有限公司,臺北市,44-109-070018,2020-07-07,廢棄物清理法第42條，公民營廢棄物清除處理機構許可管理辦法第18條,6000,2020-07-29,0,,,廢棄物清除處理機構,臺北市文山區興隆路二段二二○巷四七號一樓,英漢工程有限公司,"公民營廢棄物清除處理機構未依本法及其他相關規定及審查通過之申請文件內容或許可事項辦理(未依許可申請文件內容辦理，逕行遷移至新北市新店區安業街215巷底)(污染程度A=1,污染特性B=1,危害程度C=1)",,,,01,,55669998,新北市新店區安業街215巷底,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第42條及公民營廢棄物清除處理機構許可管理辦法第18條之規定，並依廢棄物清理法第55條第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A40B1640,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
F0603872,牛展工業股份有限公司,桃園市,21-109-070158,2020-07-07,空氣污染防制法第36條第1項,6000,2020-07-16,0,,,移動污染,新北市新莊區化成路三七五巷二九號,牛展工業股份有限公司,貴公司車輛(車號：EDT-438)排放黑煙不透光率為3.2m¯¹，超過移動污染源空氣污染物排放標準。,,,,10,,86177879,桃園市大園區國際路二段旁,罰鍰新臺幣6000元整。限改日期：109年08月17日。處環境講習1小時整。,違反空氣污染防制法第36條第1項之規定，並依空氣污染防制法第66條第1項第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-08-17,,F0603872,待改善,,罰鍰(非連續處罰)，限期改善,否,尚未繳款,否,否,
F08097005913,新屋力懋鋁業股份有限公司,臺北市,22-109-070100,2020-07-07,噪音管制法第8條第4款,3000,2020-07-27,0,,,噪音污染,新北市鶯歌區中正三路二三六號,潤弘精密工程事業股份有限公司-107建字第0111號新建工程,營建工程未經核准，於本市第三類噪音管制區晚上10時至翌日上午8時，使用動力機械操作從事施工致妨礙安寧。(工程名稱:台北市成功段一小段新建工程、建造執照:北市107建字第0111號),,,,01,,28945351,臺北市中正區八德路1段43巷旁,罰鍰新臺幣3000元整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。,,,A36B9561,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A36A5651,大陸工程股份有限公司,臺北市,40-109-070088,2020-07-07,廢棄物清理法第27條第2款,1200,2020-07-28,0,,,事業廢棄物,臺北市大安區敦化南路二段九五號,大陸工程股份有限公司,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道 (工程名稱:臺北都會區大眾捷運系統萬大-中和-樹林,第一期工程C0840區段標工程;泥沙污染路面) (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,33020007,臺北市中正區南昌路1段50之1號前,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A36A5651,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A35097011244,應州工程有限公司,臺北市,22-109-070065,2020-07-07,噪音管制標準第6條，噪音管制法第9條第1項第4款,18000,2020-07-16,0,,,噪音污染,臺北市大安區復興南路二段八四號一二樓,應州工程有限公司-106建字第0177號新建(含拆除)工程,"營建工程- 噪音(20Hz至20kHz)超過管制標準。(測量值：72.5分貝、管制標準值：72分貝)(工程名稱:台北市政府警察局士林分局社子派出所新建工程、建造執照:106建字第0177號)",,,,01,,46668202,臺北市士林區延平北路6段201號對面,罰鍰新臺幣18000元整。處環境講習4小時整。,違反噪音管制法第9條第1項第4款及噪音管制標準第6條之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A43B6269,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
A40B1640,英漢工程有限公司,臺北市,44-109-070015,2020-07-07,廢棄物清理法第31條第1項第3款,6000,2020-07-28,0,,,廢棄物清除處理機構,臺北市文山區興隆路二段二二○巷四七號一樓,英漢工程有限公司,"一般事業廢棄物之清運機具未裝置即時追蹤系統維持正常運作 [經查貴公司清除許可廢棄物種類含廢塑膠混合物(D-0299) ，廢石膏(D-0401) ，其他(廢玻璃、陶瓷、磚、瓦、黏土等)混合物(D-0499) ，土木或建築廢棄物(D-0599) ，廢木材棧板(D-0701) ，廢木材混合物(D-0799) ，惟貴公司許可車輛(車號:CY-4203)應依行政院環保署公告規定裝置GPS，惟查前開車輛未裝置GPS] (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,55669998,臺北市信義區市府路1號7樓(西北區),罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第3款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A40B1640,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A35097011244,應州工程有限公司,臺北市,40-109-070075,2020-07-06,廢棄物清理法第27條第2款,2400,2020-07-23,0,,,事業廢棄物,臺北市大安區復興南路二段八四號一二樓,應州工程有限公司-108建字第0130號新建(含拆除)工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近水溝(臺北市殯葬管理處第二殯儀館二期整建工程,108建字第0130號,泥沙水污染水溝,污染長度40公尺)(污染程度A=1,污染特性B=2,危害程度C=1)",,,,01,,46668202,臺北市大安區辛亥路3段330號旁,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A35C8030,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
H51B1234,幸福公園社區管理委員會,桃園市,41-109-070692,2020-07-06,廢棄物清理法第12條第1項,1200,2020-07-30,0,,,一般廢棄物,桃園市平鎮區大興街二四巷五號,幸福公園社區管理委員會,未依規定將一般廢棄物分類後排出,,,,89,,,桃園市平鎮區大興街52號5樓,罰鍰新臺幣1200元整。,違反廢棄物清理法第12條第1項規定，爰依同法第50條第2款暨行政院環境保護署訂頒之「違反廢棄物清理法罰鍰額度裁罰準則」規定裁處。,,,H51B1234,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
B21097007610,通勇營造有限公司,彰化縣,40-109-070025,2020-07-06,廢棄物清理法第31條第1項第2款,6000,2020-07-29,0,,,事業廢棄物,臺中市南區福興里南平路二九六號七樓之二,通勇營造有限公司-機械科綜合實習大樓興建工程採購案-主體,查貴公司設籍於臺中市南區福興里南平路296號7樓之2，承攬「機械科綜合實習大樓興建工程採購案-主體」，係屬行政院環境保護署指定公告應以網路傳輸方式申報廢棄物之事業，案經本局於行政院環境保護署事業廢棄物申報及管理系統（IWR&MS）就貴公司107年1月至108年1月間申報資料與事業廢棄物清理計畫書（核准字號：N10701230001）進行勾稽比對結果，貴公司R-0503營建混合物產量、貯存及聯單有質量不平衡之異常情事。,,,,14,,89302078,彰化縣秀水鄉西興段四一八地號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,N18A2327,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A36A5651,大陸工程股份有限公司,臺北市,40-109-070076,2020-07-06,廢棄物清理法第27條第2款,1200,2020-07-23,0,,,事業廢棄物,臺北市大安區敦化南路二段九五號,大陸工程股份有限公司,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道(臺北都會區大眾捷運系統萬大-中和-樹林,第一期工程C0840區段標工程,泥沙污染路面)(污染程度A=1,污染特性B=1,危害程度C=1)",,,,01,,33020007,臺北市中正區南海路及南昌路口,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A36A5651,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
F08097005664,宜佳營造工程有限公司,臺北市,40-109-070067,2020-07-06,廢棄物清理法第27條第2款,1200,2020-07-17,0,,,事業廢棄物,新北市鶯歌區中正三路四四五巷二號,宜佳營造工程有限公司-105建字第0080號新建工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近水溝 (工程名稱:臺北市大安區和平東路一段集合住宅新建工程,建號:105建字第0080號;清潔廢水污染水溝,污染長度:30m) (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,28545138,臺北市大安區和平東路1段248巷2號對面,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A35C4127,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A36A5651,大陸工程股份有限公司,新竹縣,22-109-070035,2020-07-05,噪音管制法第9條第1項第4款,72000,2020-07-30,0,,,噪音污染,臺北市大安區敦化南路二段九五號,大陸工程股份有限公司,從事營建工程打樁作業施工時產生噪音，經量測後超出該管制區及該時段噪音管制標準。,,,,11,,33020007,新竹縣竹北市勝利十一路25號對面,罰鍰新臺幣72000元整。處環境講習4小時整。,違反噪音管制法第9條第1項第4款之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A36A5651,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A42097037405,茂陞營造有限公司,臺北市,40-109-070074,2020-07-04,廢棄物清理法第27條第2款,1200,2020-07-23,0,,,事業廢棄物,臺北市內湖區瑞光路一六八號四樓之二,茂陞營造有限公司-108拆字第0016號拆除工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道(延壽I區拆除工程,108建字第0016號,泥砂污染路面)(污染程度A=1,污染特性B=1,危害程度C=1)",,,,01,,82815192,臺北市松山區延壽街68之1號對面,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A34B5301,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A42A7483,同豐營造工程股份有限公司,臺北市,22-109-070085,2020-07-04,噪音管制法第8條第4款,3000,2020-07-22,0,,,噪音污染,臺北市內湖區洲子街七九之一號五樓,大陸工程股份有限公司-106建字第0206號新建工程,營建工程未經核准，於本市第二類噪音管制區假日晚上6時至翌日上午8時使用動力機械從事施工致妨礙安寧。(工程名稱:富邦醴仁住宅大樓新建工程、建造執照:北市106建字第0206號),,,,01,,23895803,臺北市中正區仁愛路2段39號1樓後方,罰鍰新臺幣3000元整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。,,,A36097040620,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A39097062272,金盟營造有限公司,臺北市,40-109-070056,2020-07-04,廢棄物清理法第27條第2款,1200,2020-07-15,0,,,事業廢棄物,臺北市中山區永安里明水路四五一號,金盟營造有限公司-107建字第0137號新建工程,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道 (工程名稱:美邦開發建設中正區中正段二小段集合住宅新建工程,建號:107建字第0137號;泥砂污染路面) (污染程度Ａ=1，污染特性Ｂ=1，危害程度Ｃ=1)",,,,01,,84167778,臺北市中正區杭州南路1段101巷12之1號旁,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A36C0160,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
A3404607,大陸工程股份有限公司,臺北市,40-109-070073,2020-07-03,廢棄物清理法第27條第2款,1200,2020-07-23,0,,,事業廢棄物,臺北市松山區民生東路三段一○○號,大陸工程股份有限公司,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近路面或人行道(臺北都會區大眾捷運系統萬大-中和-樹林,第一期工程C0840區段標工程,泥沙污染路面)(污染程度A=1,污染特性B=1,危害程度C=1)",,,,01,,33020007,臺北市中正區南海路34號旁,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A3404607,不須改善,,罰鍰(非連續處罰),,尚未繳款,否,否,
T5100862,鳳明畜牧場,屏東縣,30-109-070017,2020-07-03,水污染防治法第18條,10000,2020-07-15,0,,,水污染,屏東縣鹽埔鄉新莊段五七○地號,鳳明畜牧場,臺端經營鳳明畜牧場從事豬隻畜殖業，設有廢水處理設施，本府環境保護局於109年7月3日稽查時現場檢查水電錶紀錄，發現未依規定填寫水電錶紀錄，已違反水污染防治法第18條規定。,,,,20,,,屏東縣鹽埔鄉新莊段五七○地號,罰鍰新臺幣10000元整，應填寫水電錶紀錄。限改日期：109年08月17日。處環境講習1小時整。,違反水污染防治法第18條、水污染防治措施及檢測申報管理辦法第16條第1項及第66條，並依水污染防治法第46條規定裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-08-17,,T5100862,待改善,,罰鍰(非連續處罰)，限期改善,否,尚未繳款,否,否,
